86-21-260	"* Photograph at same site as 86-21-259 showing to right WHN employee Sally Thomasz Mrs. Louise, Arthur, Nichols. The portrait of WHN appears in the background Mrs. Louise and Arthur. Reverse side bears Hay Stamp. by 254 mm (8.0 in. by 10.0 in.) from left and Hart, between Size 203 mm"
86-21-366	"to 86-21-370 * Two black and white and three color photographs and three labels with captions all originally attached to a 216 mm by 356 mm (8.5 in. by 14.0 in.) black paper mount. A reduced size photocopy (77% reduction) was made of the mount before photographs and labels were mechanically removed for cataloging. Each photograph is stored in a separate archival envelope as detailed below. Photographs can be identified using the full page photocopy. Archival envelopes and the photocopy are filed in letter size file folder. * Black and white photograph showing 9 unidentified persons standing on a flight of outdoor steps. Size 89 mm by 152 mm (3.5 in. by 6.0 in.). Label with caption: ""Early group of Sea Scouts."" Label and photograph stored. ' ’"
86-21-103	"* Photograph of RAC in the collection of Windsor Castle. Reverse side contains hand-written description and provenance similar to 86-21-101. Size 127 mm by 203 mm. (5.0 in. by 8.0 in.) See also item 86-21-102. Note: This item needs restoration."
86-21-119	"* Top view photograph of Chamberlain RAC, in 86-21-109. Size 89 mm by 140 mm (3.5 in. by 5.5 same as in.) shown"
86-21-430	"* Lower photograph on same ""Lenny Johnson Beside Company Truck."" in. by 3.0 in.) page go as Size Si -428 with caption: 52 mm by 76 mm (2.25 4-2 2"
86-21-458	"* Photograph showing a man and woman with caption; ""The Broadcasting Room."" Size 178 mm by 229 mm (7.0 in. by 9.0 in.) 4-4 2/20/91 Ov^<_ OJ^ ""T^COVVJ’/VV-} CcIldjd'/CjjA - Nd-K, Mictals Co^pGJvU^ <V>.P-C<' . S3* • 2"" '■' ; v »- ■ I’OCLTir- _ijshia^ 53sipi?. WMa '-JIG OU£t; r ■'. i? <7- ""i ■' J ♦ i f -------- ■ t w I 1< ^I^V\ - <■ K"
86-21-385	"* Lower photograph on same page as by 133 mm (3.5 in. by 5.25 in.) ""AT NIGHT Size 70 nun ""AT NIGHT in.) Stored Size 89 mm"
86-21-203	"* Reprint and Steam Aviation"", in. by 8.5 in.) ""Alma Steam Motors"" May 1939 8 pages, from ""Steam Car Development Size 140 mm by 216 mm (5.5"
86-21-298	"* Mounted photograph of regatta on August 16, 1919. Photo size 146 mm by 210 mm (5.75 in. by 8.25 in.), mount size 203 mm by 254 mm (8.0 in. by 10.0 in.). Label caption: ""August 16, 1919 - Regatta."" Reverse side hand written notation: ""Waltham Canoe Club Regatta / August 16, 1919 Club Four / Crescent Canoe Club Crews 1st and 2nd 1st crew 2nd crew A. Mosher Edw. MacDonald W. A. Moore G. L. Burrows A. Miers U. H. Hanson R. Mosher H. B. Arnold 3/4 Mile time 6 min 5 3/4 sec."" Caption label and photograph 2-11 Draft 2/18/91 NICHOLS3.DOC 86-21-299 * Photograph of Woerd Avenue Boat House. Size 165 mm by 219 mm (6.5 in. by 8.62 in.) Label Caption: ""Original Woerd Avenue Boat House built in the late 1899's."""
86-21-415	"* five persons Lower photograph | ‘ as on Minstrel Show -413. Size 52 page showing same mm by 152 mm (2.25 in."
86-21-324	"* Letter from L.D. Miles, General Electric Co., Schenectady, N.Y. to WHN. Congratulations on E-Award dated November 28,1942. Typewritten and signed on 203 mm by 267 mm (8.0 in. by 10.5 in.) blue letterhead."
86-21-242	"* Carbon copy on onion skin paper of text and name list from the Waltham free Press-Tribune May -- 1920. r Seven pages each 20, 216 mm by 279 mm (8.5 in. by 11.0 in.), Needs restoration: some pages dog-eared, some with edge deterioration, and yellowing. * < Carbon ----- copy on onion skin . paper . of text and name list from the Waltham free Press-Tribune May 20, 1920. Seven pages each 216 mm by 279 mm (8.5 in. by 11.0 in.). Needs restoration: some pages dog-eared, some with edge deterioration, and yellowing. * Carbon copy on onion skin paper of text and name list from the Waltham free Press-Tribune May 20, 1920. Seven pages each 216 mm by 279 mm (8.5 in. by 11.0 in.). Needs restoration: some’ pages dog-eared, some with edge deterioration, and yellowing."
86-21-358	"A * Two pages of mounted rotogravure clippings, from a publication identified only as the ""Herald"". These show a Sea Scout regatta held at the Woerd Avenue Boat House, No date specifled for the regatta or the issue of the ""Herald"" in which the pictures appeared. Each mounting page shows three rotogravure pictures with captions. Mounting page size is 216 mm by 356 mm (8.5 in. by 14.0 in.) Stored in oversize file box ftl. See also item 86-21-358B. B * 279 mm (8.5 86-21-358A. Reduced size photocopies (77% reduction) on 216 mm by In. by 11.0 in.) paper of each of the two pages in item Stored in a letter size folder."
86-21-327	"* western Union telegram from Descom Hoagland (Son-in-law to WHN), Fort Riley, Kansas, to WHN with congratulations. Dated November 25, 1942. Size 152 mm by 210 mm (6.0 in. by 8.25 in.) Deteriorating, needs restoration."
86-21-113	"* Photograph of same RAC as 152 mm (4.0 in. by 6.0 in.) in 86-21-109."
86-21-347	"* Letter from John J. Harrington, CPA, to WHN declining invitation. Dated November 25, 1942. Typewritten and signed on 216 mm by 279 mm (8.5 in. by 11.0 in.) letterhead."
86-21-215	"* Photograph with top border inscribed ""December at eighty-one."" Bottom border inscribed ""For Mr. Paul M. berlaln from Ambrose Dlvasey."" Size 89 mm by 108 mm (3.5 4.25 in.) 14, 1927 Chamin. by"
86-21-361	"to 86-21-365 * Five color photographs, each 3.5"" by 3.5"" and caption label. Reduced size (77% reduction) photocopy made of original full papge mount. Each photograph stored in archival envelope. Photocopy of original page mount, size 216 mm by 279 mm (8.5 in. by 11.0 in.), and five archival envelopes stored in letter size file folder. Each photograph is identified with its catalog number on the photocopy. Sea Scouts 1969."" 86-21-362 86-21-363 86-21-364 * Color photograph and 25th Anniversary held * Color photograph of * Color photograph of * Color photograph of"
86-21-305	"* Announcement Card, E-Award made October 127 mm by 146 mm (5.0 in. by 5.75 in.) 31, 1942 . Size"
86-21-443	"* Upper outdoor group photograph of two showing approximately 50 men and one woman, with photo caption: ""THE GANG IN 1929 . "" Size 89 mm by 165 mm (3.5 in. by 6.5 in.)"
86-21-413	"* Upper photograph of three on papge with page caption: ""THE MINSTREL SHOW"" showln five unidentified men. men . Photograph has been trimmed to an irregular pentagon shape. Size: Base 152 mm (6.0 in.) and height 95 mm (3.75 in.)"
86-21-265	"* Group indoor photograph. Notation on lower right hand corner border: ""Tool Room Dedication."" Size 203 mm by 254 mm (8.0 in. by 10.0 in.) on double weight paper. Photograph shows some fading and should be restored. Hay Stamp on reverse side. 2-7 2/20/91"
86-21-294	"* Mounted photograph of Woerd Avenue Boat House. Photo size 140 mm by 178 mm (5.5 in. by 7.0 in.) Mount size 203 mm by 254 mm (8.0 in. by 10.0 in.). Label caption: ""Woerd Avenue Boat House - Regatta held June 14, 1908 . "" Reverse side hand written notation: Waltham Canoe Club Regatta Gordon L. Burrows June 14, 1908 3/4 mile with turn 7 minutes 52 2/5 sec. Caption label and photograph"
86-21-261	"* Group photograph at same site as 86-21-259 with Sally Thomas at extreme left in the first row and 14 men in three rows. The men are Identified In Supplement No. 1 under this catalog number. Reverse side has Hay Stamp. Size 203 mm by 254 mm (8.0 in. by 10.0 in.) on double weight paper."
86-21-235	"* Double photograph of Bert and Eleanor Nichols mounted in display folder. Hand written legend on back of folder: ""1957/ 50th anniversary cf Bert and Eleanor Nichols. Bert Nichols was the Canadian native brother of WHN. Sizes: Photographs 64 mm by 95 mm (2.5 in. by 3.75 in.); Folder open 165 mm by 241mm (6.5 in. by 9.5 in . )"
86-21-223	"* Catalog of books called North 1951."" Mimeographed with black sheets size 216 mm by 356 mm (8.5 in. ""Mars List No. 16 from Jeremy ink on yellow paper, 15 by 14.0 in.)"
86-21-339	"* Three photographic prints. each 89 mm by 127 nun (3.5' In . by 5.0 in.) showing plaque, stage, and persons at E-Award ceremony. In one photo of four men, Hart Nichols and R. Larson appear . All three photographs were on same page of scrap book."
86-21-220	"* Photograph of WHN viewing monument shown Size 89 mm by 121 mm (3.5 in. by 4.75 in.) . in 86-21-218."
86-21-346	"* letter from E. Clifford Palte, Stark Tool company to WHN declining invitation. Dated November 26, 1942. Typewritten on 216 mm by 279 mm (8.5 in. by 11.0 In.) letterhead and signed. Name ""Paite"" scrawled and may be misspelled here."
86-21-457	"* Lower right photograph on same page as -455 with capt i on: ""Eddie Reid of the U.S.;1 Navy."" Size 51 mm by 152 mm (2.0 in. by 6.0 in. )"
86-21-249	"* Photograph of whn and Mrs. Louise Nichols Note at bottom border: ""W. H. Nichols + wife"":. size 83 mrn by 108 mm (3.25 in. by 4.25 in.) This item is a gift to the museum by Edward Mann, September 1990. Mr. Mann reports that the photograph was taken in the home of his father, Mr. David Mann, in Lincoln, Massachusetts some time after January 1941. *** Note *** Items 86-21-250 through 86-21-271 are all photographs that were stored in a red cardboard expansion portfolio. The photographs were removed and separately cataloged. Most photographs have no Identification of when or where they were taken. However', most were taken at the WHN plant, indoors and outdoors. One indoor photograph has a note on lower border ""Tool room dedication."" An outdoor group photograph has a notation that it: depicts ground breaking for Building 6. * * * End of Note * * *"
86-21-315	"* Letter from Mrs. F. Gordon Patterson to WHN with congratulations for E-Award. Handwritten, dated December 6, 1942, and signed ""Helen B. Patterson, Gore Place Waltham."" On letterhead stationery, size 152 mm by 170 mm (6.0 in. by 7.0 in.)"
86-21-321	"* Letter from H.K. Hattett, President Waltham National Bank to WHN with congratulations for E-Award. Dated November 30, 194 2 . Typewritten and signed on 216 mm by 279 mm (8.5 in. by 11.0 in. ) letterhead."
86-21-268	"* Outdoor group photograph on the grounds of the WHN factory. Sign on building upper left: ""Sea Scout Ship (Pioneer) 7 Boy Scouts of America / Ship #39 Sachem Council."" Size 133 mm by 248 mm (5.25 in. by 9.75 in.) on glossy single weight paper. Reverse side has Hay Stamp. 86-21-269 * This catalog number is currently unassigned."
86-21-345	"* Letter from J.M. Schiavetti of Gerotor-May to WHN 4, declining invitation. Dated r ’ * November 25, 1942. Typewritten and signed on letterhead stationery. Size 178 mm by 279 mm (7.0 in. 11.0 in. ) by 3-4 2/20/91"
86-21-221	"* Photograph showing close-up detail of monument 86-21-218. Size 89 mm by 121 mm (3.5 in. by 4.75 in.) . in 2-2 2/20/91"
86-21-301	"* Army-Navy E-Award small poster board (may be brochure cover board). Size 152 mm by 229 mm (6.0 in. by 9.8 in.) . In 8""X10"" archival envelope."
86-21-357	"* Three-part newspaper clipping from the September 8, 1947 issue of the Waltham News Tribune on the subject of a Sea Scout Regatta. This item consists of a newspaper photograph with' caption, a news story with the headline ""Waltham Sea Scouts Record Impressive Victory in Regatta"", and a date line from the top of the newspaper page. It proved unfeasible to remove the individual items from the black mounting paper. A 77% reduction photocopy of the entire original mount was made then the mount was cut into two pieces; one piece contained the photograph and date line; the second piece contained the news item. Full size photocopies were made of the cut pieces. Thus, this item consists of: three photocopies stored In the Item file folder; the original clipping parts stored in an archival envelope with the latter stored in the file folder . The file folder and archival envelope both bear the item catalog number."
86-21-412	"* Photograph on page with page caption: BOX LUNCH"" shows a man photographed from the rear. 159 mm (4.75 in. by 6.25 in.) ""HIGH JINKS AT Size 121 mm by"
86-21-440	"* Lower photograph on same page as ""Esthewr Unsworth of the Shipping Department, mm (4.0 in. by 5.25 in.) -439 with caption: II Size 102 mm by 133"
86-21-330	"* Letter from Lester Perrine of Perrine Quality Products Corp, to WHN with regrets. Dated November 27, 1942. Typewritten and signed on 216 mm by 279 mm (8.5 in. by 11.0 in.) letterhead. 86-21-331 * Letter from Roy F. Williams, Associated Industries of Massachusetts to WHN with congratulations on E-Award. Dated November 27, 1942. Typewritten and signed on 216 mm by 279 mm (8.5 in. by 11.0 in.) letterhead. There was a similar earlier letter from Williams to WHN. See item 86-21-310."
86-21-370	"* Color photograph showing 3 unidentified beached power boat, location unspecified. Size 89 in. by 3.5 in.) . persons and a mm by 89 mm (3.5 3-7 2/20/91 I by 89 mm (3°5^n 2^y oaLrttaChed t0 * .5 five black ’ ™ . by' — > 5 In ""nn size 1^ r a reduced si2P nhn nn (8.5 8,5 white photographs all 89 mm * °\e labeI wi th^apt\ on, Paper mount. ,n in. ’ 14-0 in.) black ""ndivtrt6 bef0re Photographs and label^eJJ* re^uctlon) of the mount ?al Photographs described mechanically removed. archival envelopes These t-nopf-h below were stored in separate a letter size folder. 9 er With the Photocopy were filed in caption?""Seahscouta^tivi>ties""b?ncl at * d°Ck ’ Label wlth other four pho i toaranh<? e\ ^eluded here but also applies to Photograph3Pa°eunspeCif?ede belo“- L°cstion and tlme °f '"
86-21-322	"* Letter Dated November 30, mm (8.5 in. by 11.0 from Patrick Duane to WHN asking for a job. 1942. Typewritten and signed on 216 mm by 279 in.) paper."
86-21-314	"employees in.). * Typewritten list in each, One sheet of WHN departments and number of 216 mm by 279 mm (8.5 in. by 11.0"
86-21-375	"* Photoggraph of power boat under way. Location of the waterway and identification of the boat were unspecified, Boat resembles Navy power boat shown in 86-21-367."
86-21-374	"* Photograph r showing 3 young men at table engaging ' in — ---- - activities. Sea Scout an outdoor picnic"
86-21-396	"* Upper photograph on page with page caption: 'ENTERTAINMENT IN THE CANTEEN."" Picture caption: ""Mr. Wilson renders sa solo."" Size 114 mm by 127 mm (4.5 in. by 5.0 in.)"
86-21-266	"* Indoor group photograph at same site and same time as 86-21-265. Size 203 mm by 254 mm (8.0 in. by 10.0 in.) on glossy double weight paper. Hay Stamp on reverse side, archival"
86-21-399	"players . capt ion. -398 page showing same two banjo * Upper right photo on (2.75 in. by 2.75 in.) No picture Size 70 mm by 70 mm (?"
86-21-313	"* Letter from Major H.R. Battley, Air Corps P.R. Officer to WHN offering assistance at E-Award ceremony. Dated November 3, 1942. On 203 mm by 267 mm (8.0 in. by 10.5 in.) stationery."
86-21-421	"* T Upper right J . photograph on same page as -420 with caption: ""Arthur lundstrom Arthure Nichols'."" Size 51 mm by 64 (2.0 in. by 2.5 in. )"
86-21-424	"* Upper photograph of three with caption: ""Chief of Police Tom Tully."" Size 70 mm by 76 mm (2.75 in. by 3.0 in.) in.)"
86-21-287	"* Folded cross-section drawing of water tube boiler. Size unfolded 190 mm by 502 mm (7.5 in. by 19.75 in.) Folded size 190 mm by 254 mm (7.5 in. by 10.0 in.) This item was recovered from a folder that was labeled: ""Found in records of operation at pumping station Wai. Water Works 1889."" Photocopies made of drawing. Original stored archival envelope. This together with' photocopies stored in file folder. Both file folder and archival envelope bear the catalog number 86-21-287. *** Note on Items 86-21-288 to 86-21-298 *** These items are photographs or newspaper clippings originally mounted in clear plastic sleeves in a four ring binder. Most photographs were accompanied by typewritten captions on labels, 16 mm by 89 mm (0.62 in. by 3.5 in.) Each photograph and label was removed from its sleeve, and cataloged and stored In archival envelopes The typewritten caption labels have been stored in Lhc archival envelopes with the photographs. The empty plastic sleeves were replaced in the binder and the latter, uncataloged, has been placed in storage. Items whose catalog numbers begin with 86-21-351 were also removed from the ring binder storage and will be identified later in this list in the note after item 86-21-350. *** End of Note ***"
86-21-368	"* Color photograph showing swimmers. Size 89 mm by 89 mm (3.5 in. by 3.5 in. ) . Label with caption (""1969 Scout Sunday"") and photograph . This caption applies also to photographs cataloged as 86-21-369 and 86-21-370."
86-21-311	"* Two Western Union telegrams attached, both dated November 25, 1942. Both offer congratulations to_WHN on EyAward. Upper from Ben Dow, Eclipse Aviation Division of Bendix Aviation,"" lower from Donald Dolan of Colorado Springs, Colorado. These items are fragile and require restoration. 86-21-312 * Letter to WHN employees on E-Award. ""Henry D., 11/3/42. "" Signed in pencil"
86-21-318	"* Clip from ""American Machinist"" November 26, 1942, Page 1390. Subject: WHN E-Award. Clip size 210 mm by 286 mm (8.25 in. by 11.25 in.)"
86-21-429	"* Center photograph ') on same page as (2.0 ""New Polics House."" L._- Size 71 51 mm by 83 mm -428 with caption: in. by 3.25 in.)"
86-21-208	"* Date book for January 1948. Sharpe. Entries only on pages for Jan. '121 mm (2.5 in. by 4.75 in.) Souvenir from Brown and 1, 2. and 3. Size 54 mm by"
86-21-293	"* Mounted photograph of Boat House and regatta. '' , Photo Size 105 mm by 171 mm (4.12 in. by 6.75 in.) Mount size 197 mm by 248 mm (7.75 in by 9.75 in.) Label caption: ""Woerd Avenue Boat Hours early regatta held on Charles River."""
86-21-245	"* Photograph of prow of the launch ""White Swan"" showing left to r ight: Charles Schock, son of boat designer Irving Schock; i 3 Moses Colon, builder of boat; Mrs. WHN; Mr. WHN; kneeling Ball Bartlett; Dorothy Ann Bartlett performing bottle breaking ceremony for naming the boat. Size 203 mm by 254 mm (8.0 in. by 10.0 in.). * Photograph of launching of the motor launch ""White Swan"" in March 1941. Five men shown: left (wearing hat) is boat builder Moses Colon;extreme right Arthur Nichols; three others unidentified. Site is Charles River in Waltham. Size 203 mm by 254 mm (8.0 in. by 10.0 in.). * Photograph of prow of the launch ""White Swan"" showing left to right: Charles Schock, son of boat designer Irving Schock; Moses Colon, builder of boat; Mrs. WHN; Mr. WHN; kneeling Ball Bartlett; Dorothy Ann Bartlett performing bottle breaking ceremony for naming the boat. Size 203 mm by 254 mm (8.0 In. by 10.0 in.). 1 3 * Photograph of prow of the launch ""White Swan"" showing left to right: Charles Schock, son of boat designer Irving Schock; Moses Colon, builder of boat; Mrs. WHN; Mr. WHN; kneeling Ball Bartlett; Dorothy Ann Bartlett performing bottle breaking ceremony for naming the boat. Size 203 mm by 254 mm (8.0 in. by 10.0 in.)."
86-21-275	"* Photograph of model steam locomotive, tender, and car.. Three children in car, two women are standing behind tender. Mechanically removed from page 53 of album 86-21-273. Size 203 mm by 254 mm (8.0 in. by 10.0 in.) on single weight semi-matte paper. Reverse side notation: ""George Lakeman C and O 7-1/2 N. Bellingham July-1951."" Notation on lower right hand corner of Album page 53: George Lakeman C & ■? 7-1/2 ga N. Bellingham, July 1951. "" 2-8 2/20/91"
86-21-289	"* Aerial Photograph same size and folding as 86-21-288. Label caption: ""December 14, 1964 Aerial View of Woerd Ave. Boat House and W.H. Nichols Company."" Same reverse side stamp as 86-21-288 except ""Photo Number 7."""
86-21-323	"* Letter from F. E Haker, Allis-Chalmers to WHN with congratulations on E-Award but regrets cannot attend. Dated November 27, 1942. Typewritten and signed on 216 mm by 279 mm (ET. 5 in. by 11.0 in.) letterhead."
86-21-117	"* Reprint of photograph in 85-21-116. 89 mm by 127 mm (3.5 in. by 5.0 in.) . Poor print. Poor by 5.0 Size"
86-21-115	"* Photograph of RAC from same negative as in 86-21-114 but with correction of exposure. Size 89 mm by 127 mm (3.5 in. by 5.0 in. ) ."
86-21-420	"Burns."" left ‘ ‘ photograph of Size 51 mm L by 64 mm (2.0 in. . * r Upper four with caption: by 2.5 in.) ""Billy"
86-21-282	"* Commercial photograph with a printed legend at top left: ""P. A. 11549 The Charles River from Weston Bridge Auburndale, Mass."" Printed legend at bottom left: ""Copyright 1905 by the Rotograph Co."" Mounted on the middle third of page 59. Size 89 mm by 279 mm (3.5 in. by 11.0 in.)"
86-21-405	"* Lower photograph on Entertainment in Canteen page showing six musicians on bandstand, three front (two banjo and one tambourine) and three rear (three saxaphonists). Size 102 mm by 114 mm (4.0 in. by 4.5 in.)"
86-21-256	"* Same subject as 86-21-255. Matte finish paper with 32 mm (1.25 in.) left side border. Two holes punched at border as for insertion in a two hole loose leaf binder. Reverse side has two stamps at the lower right hand corner: an identifying stamp with the notation: ""4 Jan 44, AAF Resident Rep General Electric Co., W.Lynn Mass."" Time stamp shows 2 O'clock (presumed to be 2:00 PM). Size 190 mm by 273 mm (7.5 in. by 10.75 in.)"
86-21-281	"* Two-part hinged indoor photograph of shop showing a line of six-spindle drill presses. Mounted on upper third of page 259. Unfolded size 114 mm by 298 inm (4.5 in. by 11.75 in.)"
86-21-234	"* Louise B. Nichols bank statement plus one check. Last transaction July 9, 1958 . Same bank and"
86-21-328	"* Letter from George W. Smith, War Production Board to WHN (Attn: Hart Nichols) with congratulat1ons. Dated November 27, 1942. Typewritten on 203 mm by 267 mm (8.0 in. by 10.5 in.) WPB letterhead and signed."
86-21-229	"* Photostat of a hand written receipt for a purchase of s i 1 ver t i rnekeepe r dated April 1807. Cursive script requires interpretation. Size 102 mm by 216 mm (4.0 in. by 8.5 in.)"
86-21-273	"* Photo album, size 305 mm by 381 mm (12.0 in. by 15.0 in.) Thirty leaves (60 unnumbered pages). Some photographs have been removed. Each photograph is individually cataloged. Some page numbers added in pencil."
86-21-403	"* Lower left photograph on Mock Wedding page. Upper right cornen of this photograph overlaps 86-21-402 and was adhesively attached. Photographs were separated mechanincally. Size 102 mm by 152 mm (4.0 in. by 6.0 in.)"
